Order_ID,Date,Product,Category,Region,Sales_Amount,Quantity,Unit_Price,Discount,Customer_Segment
1348,2024-01-28,Keyboard,Electronics,West,425.0,5,100,0.15,Consumer
1349,2024-10-01,Desk,Furniture,South,1785.0,7,300,0.15,Corporate
1350,2024-06-20,Desk Lamp,Home,East,100.0,2,50,0.0,Consumer
1351,2024-09-02,Laptop,Electronics,West,11875.0,10,1250,0.05,Corporate
1352,2024-11-07,Desk Lamp,Home,South,427.5,9,50,0.05,Corporate
1353,2024-08-09,Sofa,Furniture,West,3400.0,4,1000,0.15,Consumer
1354,2024-09-25,Printer,Electronics,West,2160.0,6,400,0.1,Corporate
1355,2024-06-21,Webcam,Electronics,North,972.0,9,120,0.1,Consumer
1356,2024-11-13,Desk Lamp,Home,North,300.0,6,50,0.0,Consumer
1357,2024-11-14,Desk Lamp,Home,South,405.0,9,50,0.1,Consumer
1358,2024-08-06,Mouse,Electronics,East,190.0,4,50,0.05,Corporate
1359,2024-07-13,Printer,Electronics,East,3600.0,9,400,0.0,Corporate
1360,2024-12-22,Laptop,Electronics,East,3562.5,3,1250,0.05,Consumer
1361,2024-11-01,Webcam,Electronics,East,216.0,2,120,0.1,Corporate
1362,2024-06-01,Tablet,Electronics,West,570.0,2,300,0.05,Corporate
1363,2024-12-17,Bookshelf,Furniture,North,237.5,1,250,0.05,Home Office
1364,2024-09-18,Monitor,Electronics,South,1400.0,4,350,0.0,Corporate
1365,2024-06-11,Printer,Electronics,South,680.0,2,400,0.15,Consumer
1366,2024-07-14,Smartwatch,Electronics,North,1600.0,8,200,0.0,Home Office
1367,2024-10-17,Desk Lamp,Home,West,427.5,9,50,0.05,Consumer
1368,2024-06-02,Headphones,Electronics,East,243.0,3,90,0.1,Corporate
1369,2024-08-04,Desk,Furniture,South,2040.0,8,300,0.15,Corporate
1370,2024-04-22,Webcam,Electronics,West,570.0,5,120,0.05,Corporate
1371,2024-05-09,Webcam,Electronics,North,510.0,5,120,0.15,Consumer
1372,2024-08-03,Sofa,Furniture,West,5000.0,5,1000,0.0,Corporate
1373,2024-03-20,Tablet,Electronics,West,1350.0,5,300,0.1,Consumer
1374,2024-12-08,Smartphone,Electronics,East,1140.0,3,400,0.05,Home Office
1375,2024-10-09,Smartphone,Electronics,South,800.0,2,400,0.0,Home Office
1376,2024-02-05,Desk,Furniture,North,810.0,3,300,0.1,Home Office
1377,2024-04-07,Webcam,Electronics,East,360.0,3,120,0.0,Consumer
1378,2024-06-04,Keyboard,Electronics,East,855.0,9,100,0.05,Consumer
1379,2024-01-27,Sofa,Furniture,East,7200.0,8,1000,0.1,Home Office
1380,2024-04-07,Smartwatch,Electronics,East,1800.0,9,200,0.0,Corporate
1381,2024-01-04,Desk,Furniture,East,1500.0,5,300,0.0,Home Office
1382,2024-03-10,Smartphone,Electronics,East,1440.0,4,400,0.1,Home Office
1383,2024-10-31,Smartphone,Electronics,North,2660.0,7,400,0.05,Consumer
1384,2024-03-03,Desk,Furniture,South,570.0,2,300,0.05,Consumer
1385,2024-06-01,Office Chair,Furniture,North,892.5,7,150,0.15,Corporate
1386,2024-02-28,Smartphone,Electronics,East,760.0,2,400,0.05,Home Office
1387,2024-03-02,Headphones,Electronics,North,427.5,5,90,0.05,Consumer
1388,2024-04-16,Webcam,Electronics,East,960.0,8,120,0.0,Consumer
1389,2024-05-02,Sofa,Furniture,North,4000.0,4,1000,0.0,Corporate
1390,2024-10-20,Webcam,Electronics,North,108.0,1,120,0.1,Corporate
1391,2024-07-12,Tablet,Electronics,North,1350.0,5,300,0.1,Corporate
1392,2024-03-19,Headphones,Electronics,South,324.0,4,90,0.1,Consumer
1393,2024-02-26,Tablet,Electronics,South,1800.0,6,300,0.0,Home Office
1394,2024-04-03,Printer,Electronics,East,2400.0,6,400,0.0,Consumer
1395,2024-06-14,Printer,Electronics,East,1440.0,4,400,0.1,Consumer
1396,2024-10-12,Monitor,Electronics,East,892.5,3,350,0.15,Home Office
1397,2024-06-01,Desk Lamp,Home,North,190.0,4,50,0.05,Home Office
1398,2024-10-15,Printer,Electronics,North,2520.0,7,400,0.1,Corporate
1399,2024-04-06,Webcam,Electronics,East,864.0,8,120,0.1,Consumer
1400,2024-11-12,Headphones,Electronics,North,765.0,10,90,0.15,Consumer
1401,2024-09-14,Sofa,Furniture,East,6000.0,6,1000,0.0,Corporate
1402,2024-03-31,Tablet,Electronics,North,2280.0,8,300,0.05,Consumer
1403,2024-10-14,Smartphone,Electronics,North,3600.0,9,400,0.0,Home Office
1404,2024-01-10,Laptop,Electronics,West,6750.0,6,1250,0.1,Corporate
1405,2024-09-17,Laptop,Electronics,West,5937.5,5,1250,0.05,Corporate
1406,2024-11-16,Headphones,Electronics,East,180.0,2,90,0.0,Corporate
1407,2024-10-04,Smartphone,Electronics,North,720.0,2,400,0.1,Consumer
1408,2024-04-05,Monitor,Electronics,North,332.5,1,350,0.05,Consumer
1409,2024-09-26,Office Chair,Furniture,West,540.0,4,150,0.1,Consumer
1410,2024-12-05,Desk,Furniture,East,2100.0,7,300,0.0,Consumer
1411,2024-01-21,Monitor,Electronics,North,1662.5,5,350,0.05,Home Office
1412,2024-10-04,Sofa,Furniture,North,950.0,1,1000,0.05,Consumer
1413,2024-08-24,Tablet,Electronics,East,2550.0,10,300,0.15,Home Office
1414,2024-04-29,Office Chair,Furniture,West,765.0,6,150,0.15,Consumer
1415,2024-07-07,Smartwatch,Electronics,East,800.0,4,200,0.0,Corporate
1416,2024-10-16,Keyboard,Electronics,West,255.0,3,100,0.15,Corporate
1417,2024-07-10,Desk Lamp,Home,West,100.0,2,50,0.0,Corporate
1418,2024-07-12,Tablet,Electronics,West,1710.0,6,300,0.05,Corporate
1419,2024-06-03,Mouse,Electronics,South,475.0,10,50,0.05,Consumer
1420,2024-06-22,Keyboard,Electronics,East,600.0,6,100,0.0,Home Office
1421,2024-12-02,Webcam,Electronics,North,456.0,4,120,0.05,Consumer
1422,2024-02-01,Bookshelf,Furniture,North,1700.0,8,250,0.15,Home Office
1423,2024-12-21,Smartwatch,Electronics,West,1530.0,9,200,0.15,Home Office
1424,2024-01-11,Tablet,Electronics,East,510.0,2,300,0.15,Corporate
1425,2024-03-07,Sofa,Furniture,South,9500.0,10,1000,0.05,Consumer
1426,2024-10-02,Office Chair,Furniture,South,570.0,4,150,0.05,Consumer
1427,2024-11-30,Mouse,Electronics,South,450.0,10,50,0.1,Consumer
1428,2024-08-03,Tablet,Electronics,South,1080.0,4,300,0.1,Home Office
1429,2024-02-01,Keyboard,Electronics,South,380.0,4,100,0.05,Consumer
1430,2024-01-14,Office Chair,Furniture,East,1050.0,7,150,0.0,Consumer
1431,2024-10-09,Headphones,Electronics,West,810.0,10,90,0.1,Home Office
1432,2024-02-14,Desk,Furniture,North,2160.0,8,300,0.1,Corporate
1433,2024-04-15,Headphones,Electronics,East,171.0,2,90,0.05,Consumer
1434,2024-09-03,Mouse,Electronics,East,315.0,7,50,0.1,Home Office
1435,2024-05-14,Headphones,Electronics,South,720.0,8,90,0.0,Corporate
1436,2024-12-22,Sofa,Furniture,South,9000.0,9,1000,0.0,Consumer
1437,2024-11-15,Office Chair,Furniture,East,510.0,4,150,0.15,Consumer
1438,2024-10-28,Desk,Furniture,North,540.0,2,300,0.1,Home Office
1439,2024-08-28,Office Chair,Furniture,South,270.0,2,150,0.1,Corporate
1440,2024-05-02,Monitor,Electronics,South,1050.0,3,350,0.0,Consumer
1441,2024-03-02,Sofa,Furniture,East,1900.0,2,1000,0.05,Consumer
1442,2024-08-15,Keyboard,Electronics,West,340.0,4,100,0.15,Home Office
1443,2024-12-13,Headphones,Electronics,West,76.5,1,90,0.15,Consumer
1444,2024-06-12,Headphones,Electronics,East,360.0,4,90,0.0,Home Office
1445,2024-01-09,Tablet,Electronics,West,2550.0,10,300,0.15,Home Office
1446,2024-04-27,Mouse,Electronics,South,382.5,9,50,0.15,Consumer
1447,2024-02-29,Tablet,Electronics,East,2040.0,8,300,0.15,Consumer
1448,2024-11-28,Tablet,Electronics,South,1200.0,4,300,0.0,Consumer
1449,2024-06-15,Desk Lamp,Home,North,425.0,10,50,0.15,Corporate
1450,2024-05-06,Smartphone,Electronics,East,3060.0,9,400,0.15,Home Office
1451,2024-09-20,Office Chair,Furniture,South,765.0,6,150,0.15,Corporate
1452,2024-07-25,Mouse,Electronics,South,42.5,1,50,0.15,Consumer
1453,2024-01-14,Monitor,Electronics,West,2800.0,8,350,0.0,Corporate
1454,2024-04-29,Smartphone,Electronics,North,2720.0,8,400,0.15,Home Office
1455,2024-04-21,Headphones,Electronics,East,427.5,5,90,0.05,Home Office
1456,2024-08-12,Mouse,Electronics,South,340.0,8,50,0.15,Home Office
1457,2024-10-09,Smartphone,Electronics,North,680.0,2,400,0.15,Corporate
1458,2024-06-19,Office Chair,Furniture,North,765.0,6,150,0.15,Consumer
1459,2024-10-21,Smartphone,Electronics,South,2160.0,6,400,0.1,Corporate
1460,2024-08-23,Smartphone,Electronics,South,800.0,2,400,0.0,Consumer
1461,2024-12-27,Desk,Furniture,West,1500.0,5,300,0.0,Corporate
1462,2024-04-15,Printer,Electronics,South,1900.0,5,400,0.05,Home Office
1463,2024-09-01,Desk Lamp,Home,North,170.0,4,50,0.15,Corporate
1464,2024-12-06,Monitor,Electronics,East,1785.0,6,350,0.15,Consumer
1465,2024-01-29,Printer,Electronics,South,2040.0,6,400,0.15,Corporate
1466,2024-01-24,Smartwatch,Electronics,West,540.0,3,200,0.1,Corporate
1467,2024-04-19,Desk,Furniture,North,2100.0,7,300,0.0,Corporate
1468,2024-02-18,Desk,Furniture,West,2295.0,9,300,0.15,Consumer
1469,2024-04-04,Office Chair,Furniture,West,135.0,1,150,0.1,Consumer
1470,2024-01-01,Smartwatch,Electronics,West,1620.0,9,200,0.1,Consumer
1471,2024-11-04,Mouse,Electronics,West,42.5,1,50,0.15,Consumer
1472,2024-07-16,Bookshelf,Furniture,West,2375.0,10,250,0.05,Consumer
1473,2024-11-05,Monitor,Electronics,West,315.0,1,350,0.1,Home Office
1474,2024-05-20,Bookshelf,Furniture,West,425.0,2,250,0.15,Home Office
1475,2024-07-22,Sofa,Furniture,West,1700.0,2,1000,0.15,Corporate
1476,2024-02-21,Mouse,Electronics,North,400.0,8,50,0.0,Corporate
1477,2024-11-25,Laptop,Electronics,North,1062.5,1,1250,0.15,Home Office
1478,2024-05-31,Desk,Furniture,North,1620.0,6,300,0.1,Consumer
1479,2024-02-20,Desk Lamp,Home,West,360.0,8,50,0.1,Corporate
1480,2024-10-02,Webcam,Electronics,South,648.0,6,120,0.1,Consumer
1481,2024-11-10,Bookshelf,Furniture,West,712.5,3,250,0.05,Consumer
1482,2024-02-26,Laptop,Electronics,South,8750.0,7,1250,0.0,Consumer
1483,2024-05-29,Tablet,Electronics,West,270.0,1,300,0.1,Consumer
1484,2024-08-26,Bookshelf,Furniture,North,1700.0,8,250,0.15,Corporate
1485,2024-04-06,Smartphone,Electronics,East,3420.0,9,400,0.05,Home Office
1486,2024-05-11,Sofa,Furniture,South,1700.0,2,1000,0.15,Corporate
1487,2024-10-09,Bookshelf,Furniture,West,1750.0,7,250,0.0,Consumer
1488,2024-10-25,Smartphone,Electronics,East,1440.0,4,400,0.1,Corporate
1489,2024-03-31,Desk Lamp,Home,South,350.0,7,50,0.0,Consumer
1490,2024-02-05,Smartphone,Electronics,West,2800.0,7,400,0.0,Consumer
1491,2024-02-14,Bookshelf,Furniture,North,1125.0,5,250,0.1,Corporate
1492,2024-08-16,Webcam,Electronics,North,1080.0,10,120,0.1,Home Office
1493,2024-04-26,Keyboard,Electronics,South,570.0,6,100,0.05,Corporate
1494,2024-03-11,Office Chair,Furniture,East,675.0,5,150,0.1,Home Office
1495,2024-02-27,Headphones,Electronics,West,405.0,5,90,0.1,Consumer
1496,2024-10-09,Monitor,Electronics,North,1260.0,4,350,0.1,Home Office
1497,2024-11-15,Mouse,Electronics,South,50.0,1,50,0.0,Consumer
1498,2024-04-15,Bookshelf,Furniture,West,1912.5,9,250,0.15,Corporate
1499,2024-09-26,Laptop,Electronics,West,3562.5,3,1250,0.05,Corporate
1500,2024-10-10,Desk,Furniture,West,1425.0,5,300,0.05,Consumer
